Exporter Name,transaction_count,years_active,months_active,countries_served,drug_substances_shipped,sku_variants_shipped,total_fob_inr,city,exporter_address,avg_monthly_shipments,reliability_score
B.BRAUN MEDICAL (INDIA) PRIVATE LIMITED,2721,2,20,1,1,27,2295822719.77,"ANDHERI (E), MUMBAI ","BOOMERANG, A-WING, 601, 6TH FLOOR, MAIN CHANDIVALI FARM ROAD,",136.05,81.9
MEDOPHARM PRIVATE LIMITED,880,2,20,38,38,650,2277877836.86,"CHENNAI, TAMILNADU ","25, PULIYUR II MAIN ROAD, TRUSTPURAM, KODAMBAKKAM,",44.0,68.7
SEEMAX BIOTECH PRIVATE LIMITED,917,2,18,6,3,460,2261049831.99,GREATER NOIDA,"FLAT NO. B1/836, TOWER-9, PURVANCHAL ROYAL CITYCHI - 5, GREATER NOIDA CONTACT NO: 919650211304",50.94,58.6
UNISON PHARMACEUTICALS PRIVATE LIMITED,960,2,20,27,29,886,2253935468.1221814,AHMEDABAD - ,"PLOT NO.5222, PHASE- IV, G.I.D.C. ESTATE, VATVA,",48.0,78.7
UNITED BIOTECH PRIVATE LIMITED,3316,2,20,66,52,2744,2149542327.628787,NEW DELHI ,E-142 SAKET,165.8,81.1
AMN LIFE SCIENCE PRIVATE LIMITED,854,2,20,10,31,641,2147405656.0900154,"NAVI MUMBAI, MAHARASHTRA. ","W-444, TTC INDL. AREA, M.I.D.C. RABALE,",42.7,70.0
OTSUKA PHARMACEUTICAL INDIA PRIVATE LIMITED,2587,2,20,65,8,582,2118476063.3027883,AHMEDABAD - GUJRAT ,"5TH FLOOR , CLARIS CORPORATE HQ NR, PARIMAL CROSSING , ELLISBRIDGE,",129.35,77.0
TITAN LABORATORIES PRIVATE LIMITED,1041,2,20,28,39,877,2110035491.8544407,"MUMBAI, MAHARASHTRA ","102,TITAN HOUSE,60 FEET RD, M.P.VAIDYA MARG, GHATKOPAR (E)",52.05,75.0
KOB MEDICAL TEXTILES PRIVATE LIMITED,6898,2,20,13,1,5247,2081812525.2399886,COIMBATORE DIST. ,"SF 29-30, PERUMPALI, SEMMIPALAYAM VILLAGE, TRICHY ROAD, PALLADAM ,PIO",344.9,86.4
RPG LIFE SCIENCES LIMITED,1455,2,20,23,20,996,2074232944.5220144,"MUMBAI, MAHARASHTRA ","CEAT MAHAL, 463, ANNIE BESANT ROAD,WORLI,",72.75,71.5
EVOLET HEALTHCARE PRIVATE LIMITED,3747,2,20,10,57,3167,2073186322.9025304,NEW DELHI ,"806, 8TH FLOOR,BHANDARI HOUSE 91 NEHRU PLACE",187.35,71.7
EMAMI LIMITED,3341,2,20,36,2,1904,2053098540.517897,KOLKATA .WEST BENGAL,"687, ANANDPUR,E.M. BYPASS,N/A",167.05,73.8
NAPROD LIFE SCIENCES PRIVATE LIMITED,1117,2,20,45,16,731,2040758030.0244222,MUMBAI / MAHARASHTRA ,"304,TOWN CENTRE, ANDHERI KURLA ROAD,ANDHERI (E)",55.85,74.9
EMIL PHARMACEUTICAL INDUSTRIES PVT LTD,661,2,20,13,25,449,2011633461.32,"BOMBAY, ,MAHARASHTRA ","101, MANGALAM, KULUPWADI, NEAR NATIONAL PARK, BORIVALI EAST",33.05,72.9
KILITCH DRUGS (INDIA) LIMITED.,1130,2,20,32,53,826,1993729646.166623,MUMBAI ,"3RD,FL,UJAGAR INDUSTRIAL ESTATE, WAMAN T.PATIL MARG,DEONAR,",56.5,67.8
S K age Exports,974,2,20,35,32,606,1990051318.4868233,"MUMBAI,MAHARASHTRA ","A-3, SHIVSAGAR ESTATE,NORTH WING 3RD FLOOR,DR. A.B.ROAD, WORLI",48.7,78.2
LEBEN LABORATORIES PRIVATE LIMITED,3814,2,20,14,57,2791,1983192678.6050534,AKOLA. MAHARASHTRA ,"L-4, PHASE-III, M.I.D.C.",190.7,69.0
GENO PHARMACEUTICALS PRIVATE LIMITED,1396,2,20,19,23,626,1971197590.6834362,"MAPUCA,GOA ","PHARMACEUTICAL COMPLEX, KARASWADA",69.8,66.1
SOCOMED PHARMA PRIVATE LIMITED,1171,2,20,21,31,905,1948223357.3007317,"15, CBD-BELAPUR, NAVI MUMBAI ","NO.3, GROUND FLOOR, MARUTI PARADISE, PLOT NO.93-95, SECTOR -",58.55,83.3
ANGEL BIOGENICS PRIVATE LIMITED,1718,2,20,8,108,1492,1917598366.497479,SHAPAR (VERAVAL) SHAPAR- GUJARAT- ,"SHOP NO.12, FIRST FLOOR, TIRUPATI CPLX, SHAPAR MAIN ROAD,",85.9,61.7
MEDICAMEN BIOTECH LIMITED,1449,2,20,40,46,970,1913697607.76828,"NEW DELHI,DELHI ","1506 CHIRANJIV TOWER,43 NEHRU PLAC E",72.45,62.8
ORBION PHARMACEUTICALS PRIVATE LIMITED,635,2,20,8,9,389,1900138563.97,SRIPERUMBUDUR,"PLOT NOS. B5 (PT) & B6 (PT) SIPCOT INDUSTRIAL PARK, IRUNGATTUKOTTAINULL",31.75,68.3
INNOVA CAPTAB LIMITED,2274,2,20,29,54,1276,1895435589.68,MUMBAI MAHARASHTRA ,"172-177, TIRUPATI BHAVAN, RSC-1A GORAI-1, BORIVALI[W],",113.7,73.7
SPARSH BIO-TECH PRIVATE LIMITED,484,2,18,20,10,442,1880939842.04,JAMNAGAR-GUJARAT ,"SURVEY NO. 242/243/244, PLOT NO.1, VIL.:LAKHABAVAD, POST:KHODIYAR COLO",26.89,69.4
CARITAS HEALTHCARE PRIVATE LIMITED,501,2,20,5,21,315,1878242204.48,"AHMEDABAD,GUJARAT ","316 NEELKANTH PALACE,B-100 FEET ANAND NAGAR ROAD,SATELITE",25.05,65.4
COMBITIC GLOBAL CAPLET PRIVATE LIMITED,4401,2,19,11,50,3203,1847904693.5239348,SONEPAT /HRY ,"M-15, D- 2 D-3, INDUSTRIAL AREA,",231.63,55.9
M. J. BIOPHARM PRIVATE LIMITED,390,2,20,31,10,339,1844058441.7557647,"MUMBAI, MAHARASHTRA. ","301/A, SHREYA HOUSE, PEREIRA HILL ROAD, ANDHERI (EAST)",19.5,77.4
MEYER ORGANICS PRIVATE LIMITED,1347,2,20,31,4,1218,1835855930.9479628,"THANE, MAHARASHTRA","PLOT NO.A-177,ROAD NO.16-Z,WAGLEINDL.EST,",67.35,67.6
AURA PHARMACEUTICALS PRIVATE LIMITED,3551,2,20,12,116,3106,1831231541.871021,MUMBAI M S ,306 A-WING HARI OM PLAZA M G ROAD BORIVALI EAST,177.55,77.6
BAL PHARMA LIMITED,1065,2,20,43,44,795,1809401244.48,BANGALORE ,"5TH FLOOR,LAXMI NARAYAN COMPLEX, 10/1 PALACE ROAD,",53.25,71.2
FRESENIUS KABI INDIA PRIVATE LIMITED,1364,2,20,30,5,691,1795887921.0190625,PUNE/MAHARASHTRA ,A-3 MIDC RANJANGAON GANPATI TALUKA SHIRUR,68.2,76.9
HEXA HEALTH CARE PRIVATE LIMITED,6825,2,12,1,136,932,1793539648.2376616,MUMBAI. ,"BHIWANDIWALA BLDG, 194, DATTARAM - LAD MARG, KALACHOWKI,",568.75,63.0
SHARP MINT LIMITED,135,2,20,18,2,124,1734706204.92,DELHI. ,"PLOT NO-9, LSC, GUJRANWALA TOWN-I",6.75,65.7
SAMI-SABINSA GROUP LIMITED,183,2,14,10,1,150,1729091903.41,"BANGALORE ,KARNATAKA ","19/1,19/2, 1ST MAIN, 2ND PHASE, PEENYA INDUSTRIAL AREA,",13.07,63.9
NIYA HEALTHCARE PRIVATE LIMITED,3122,2,20,13,36,1594,1703002720.1380472,SATARA/MAH ,"13 14, SADASHIV PETH, NEAR PANCHMURTHY GANPATI TEMPLE,",156.1,63.9
SHARON BIO-MEDICINE LIMITED,876,2,20,14,16,397,1694608745.6398816,MAHARASHTRA ,"W-34 34/1, M.I.D.C., TALOJA, DIST-RAIGAD,",43.8,78.3
SAKAR HEALTHCARE LIMITED,734,2,20,32,47,580,1689471087.5294936,"AHMEDABAD,&nbsp;GUJARAT ","10/13, NR. M.N. DESAI PETROL PUMP CHANGODAR",36.7,73.6
BDR PHARMACEUTICALS INTERNATIONAL PRIVATE LIMITED,540,2,20,28,29,415,1677355018.8208117,"MUMBAI, MAHARASHTRA. ","407/408,SHARDA CHAMBERS, NEW MARINE LINES,",27.0,64.3
MERIL ENDO SURGERY PRIVATE LIMITED,26470,2,20,91,1,15173,1667857362.1917272,VAPI/GUJARAT ,"SURVEY NO.135/139,BILAKHIAHOUSE, MUKTANAND MARG, CHALA,",1323.5,74.1
ZIM LABORATORIES LIMITED.,869,2,20,40,42,578,1643325555.974535,"MUMBAI,MAHARASHTRA ","MANISHA PLAZA SONAPUR LANE, OFF L.B.S.MARG,KURLA WEST,",43.45,63.7
AXA PARENTERALS LIMITED,4660,2,20,29,44,2118,1638300278.1994402,DELHI ,"56-B, R BLOCK, DILSHAD GARDEN, SHAHDARA,",233.0,74.9
BAFNA PHARMACEUTICALS LIMITED,663,2,20,10,44,327,1636858434.015778,"CHENNAI , TAMILNADU ","NO.299, THAMBU CHETTY STREET,",33.15,69.5
NAARI PHARMA PRIVATE LIMITED,415,2,20,51,3,361,1633995655.525748,NEW DELHI ,"C-3/199, JANAK PURI,",20.75,71.9
NECTAR LIFE SCIENCES LIMITED,466,2,20,35,4,393,1598479656.94,MOHALI (PUNJAB) ,"VILLAGE SAIDPURA,TEHSIL DERABASSI,",23.3,70.8
LIFECELL INTERNATIONAL PRIVATE LIMITED,230,2,12,1,1,118,1590056598.34,"CHENNAI, TAMILNADU ","26, VANDALUR-KELAMBAKKAM MAIN RD. KEELAKOTTAIYUR",19.17,52.4
V S INTERNATIONAL PRIVATE LIMITED,729,2,20,19,23,401,1585648670.550008,"MUMBAI,MAHARASHTRA ","A 204, NEELAM CENTRE HIND CYCLE ROAD, WORLI",36.45,71.2
ACME FORMULATION PRIVATE LIMITED,666,2,20,46,27,554,1577622304.4563956,,"VILL.GHOGADWAL (CHOKIWALA), ROPAR ROAD, NALAGARH.",33.3,72.5
ATHENA DRUG DELIVERY SOLUTIONS PRIVATE LIMITED,513,2,20,39,17,342,1576128571.6107917,"ANDHERI EAST, MUMBAI ","602, STAR HUB, TOWER II, SAHAR INTERNATIONAL AIRPORT ROAD,",25.65,68.1
ABBOTT INDIA LIMITED,1300,2,20,5,5,692,1555109872.35,MUMBAI. MAHARASHTRA,"3-4, CORPORATE PARK,SION-TROMBAY ROAD,N/A",65.0,64.9
ZYDUS TAKEDA HEALTHCARE PRIVATE LIMITED,14,2,8,1,2,5,1542009297.2426934,"VASHI, NAVI MUMBAI ","C/4, MIDC, TTC INDUSTRIAL AREA, THANE BELAPUR ROAD, PAWNE VILL.",1.75,62.8
ALVITA PHARMA PRIVATE LIMITED,1061,2,20,21,82,766,1534660801.5336537,"AHMEDABAD , GUJARAT ","B 203, GOPAL PALACE,NR.NEHRU NAGAR CIRCLE,SATELLITE ROAD, AMBAVADI,",53.05,69.0
INDCHEMIE HEALTH SPECIALITIES PRIVATE LIMITED,1041,2,20,15,10,919,1529538476.9822855,"MUMBAI, MAHARASHTRA ","510-517, SHAH NAHAR INDL. ESTATE DR. E.MOSES ROAD,WORLI NAKA",52.05,65.2
SCOTT-EDIL ADVANCE RESEARCH LABORATORIES & EDUCATI,533,2,20,19,28,474,1521814774.47,CHANDIGARH. ,"PLOT NO.28/6, INDUSTRIAL AREA, PHASE-II,",26.65,68.2
AGOG PHARMA LIMITED,1672,2,20,7,52,1313,1513496032.892967,"VASAI EAST,DIST.THANE, MAHARASHTR ","PLOT NO.33, SECTOR II, THE VASAI TALUKA COOP. EST. LTD.,GAURAI PADA,",83.6,55.9
AIZANT DRUG RESEARCH SOLUTIONS PRIVATE LIMITED,464,2,20,25,4,339,1488765138.5514932,HYDERABAD ,"#28 CANTON ROWS, PETBASHEERBAD JEEDIMETLA",23.2,61.6
AFRINEXT OVERSEAS PRIVATE LIMITED,5049,2,20,12,121,3590,1477014203.8785124,"VADODARA,GUJARAT ","A-438, ATLANTIS K-10,,OPP.VADODARA CENTRAL MALL",252.45,71.3
GUFIC BIOSCIENCES LIMITED,713,2,20,32,20,590,1462805418.7598772,"ANDHERI[W],MUMBAI, ","2NF FLOOR,BUILDING A, MOTI BAUG,118/119,S V ROAD,",35.65,72.4
MAKSON HEALTH CARE PRIVATE LIMITED,933,2,20,7,3,491,1462297779.74,"DIST. RAISEN, M.P. ","6-A, SECTOR D, INDUSTRIAL AREA, MANDIDEEP,",46.65,74.4
UNICURE REMEDIES PRIVATE LIMITED,1062,2,20,21,56,779,1454336161.469521,GUJARAT ,"F/25, B.I.D.C., ESTATE, GORWA, VADODARA",53.1,77.0
FREDUN PHARMACEUTICALS LTD,882,2,20,12,60,670,1438203319.4131994,"MUMBAI, MAHARASHTRA ","26, MANOJ INDUSTRIAL ESTATE, G.D. AMBEKAR MARG, WADALA",44.1,71.5
BAROQUE PHARMACEUTICALS PVT LTD,837,2,20,19,28,510,1433623180.338165,TAL: KHAMBHAT DIST: ANAND GUJARAT ,"192/2 , SOKHADA",41.85,74.4
BIOCON BIOLOGICS LIMITED,186,2,19,15,6,73,1427803340.5998576,"BANGALORE,KARNATAKA ","BIOCON PARK, PLOT NO.2,3,4 AND 5,, BOMMASANDRA-JIGANI LINK ROAD,",9.79,62.4
FLAGSHIP BIOTECH INTERNATIONAL PRIVATE LIMITED,2149,2,20,52,90,1483,1421484722.6182282,NAVI MUMBAI ,"SHOP NO. 26, INTOP HEIGHTS CHS LTD.PLOT NO.70, SECTOR 19, AIROLI,",107.45,80.4
SHREYA LIFE SCIENCES PRIVATE LIMITED,591,2,20,8,19,236,1420107200.7799475,"MUMBAI, MAHARASHTRA ","SHREYA HOUSE,6TH FLOOR, 301/A, PEREIRA HILL ROAD,ANDHERI EAST",29.55,62.7
VENOR PHARMA LIMITED,1093,2,20,54,13,851,1413064355.8037615,NEW DELHI ,"A-43, G.T.KARNAL ROAD, INDUSTRIAL AREA,",54.65,77.9
AMANTA HEALTHCARE LIMITED,1464,2,20,23,10,876,1401580685.07,AHMEDABAD GUJ. ,"5TH FLOOR, HARITAGE NR. GUJARAT VIDYAPITH OFF ASHRAM ROAD",73.2,79.1
PHOENIX INNOVATIVE HEALTHCARE MANUFACTURERS PRIVAT,436,2,20,8,1,294,1401017250.56,MAHARASHTR,"EI-209, SHIL MAHAPE ROAD ELECTRONICZONE, MIDC, MAHAPE, NAVI MUMBAI, CONTACT NO: 022631075501",21.8,80.4
EURO LIFECARE PRIVATE LIMITED,839,2,20,7,20,607,1395263988.6003275,"WAY,JOGESHWARI EAST, MUMBAI","UNIT NO. 511, HUBTOWN VIVA,SHANKARWADI, WESTERN EXPRESS HIGH",41.95,70.5
CORAL LABORATORIES LIMITED,1407,2,20,50,43,1106,1387219892.4103503,BARODA. ,"308/5, VILLAGE POST POICHA {RAN],TALUKA SAVLI,",70.35,69.8
HAFFKINE BIO PHARMACEUTICAL CORPORATION LIMITED,53,2,13,22,1,12,1383357871.0,"MUMBAI ,MAHARASHTRA ",ACHARYA DONDE MARG PAREL,4.08,56.8
INDUS LIFE SCIENCES PRIVATE LIMITED,1060,2,20,21,4,512,1380524845.6797817,"CHENNAI, TAMILNADU ","NO.24/1, SUBRAMANIAM STREET, 1ST FLOOR, ABIRAMAPURAM,",53.0,72.7
RECKITT BENCKISER (INDIA) PRIVATE LIMITED,1546,2,20,14,2,320,1378778977.5799613,NEW DELHI ,"227, OKHLA INDUSTRIAL ESTATE, PHASE-III",77.3,71.2
SOFTGEL HEALTHCARE PRIVATE LIMITED,547,2,20,41,9,413,1375650388.19,CHENNAI ,"NO.15, GOPALAKRISHNAN ROAD, T.NAGAR,",27.35,63.4
INTERMED LABORATORIES PRIVATE LIMITED,1224,2,20,26,76,840,1361308748.4597356,MUMBAI,"A3, FLOOR G A, TODI INDUSTRIAL ESTATE, SITARAM JADHAVMARG, SUN MILL COMPOUND, LOWER PAREL",61.2,49.1
AUROLAB TRUST,7423,2,20,132,24,1123,1360614976.3470752,MADURAI TAMILNADU ,"ARAVIND EYE HOSPITAL, 1, ANNA NAGAR",371.15,73.7
VAMA LIFECARE PRIVATE LIMITED,6154,2,20,40,146,4211,1359141548.588819,"ELPHINSTONE,MAHARASHTRA ","B-1105, 11TH FLOOR, PLOT FP 616 PT ,NAMAN MODTOWN, SENAPATI BAPAT MARG",307.7,70.9
HAB PHARMACEUTICALS AND RESEARCH LIMITED,1183,2,20,19,23,995,1349204626.5732515,"THANE, M.S. ","18/1, DEWAN SHAH INDL.COMPLEX.NO.WALIV PHATA,SATIVALI RD,VASAI(E)",59.15,71.9
BLUE MAP PHARMACHEM,509,2,20,5,31,410,1337175807.5133374,"MALAD WEST MUMBAI, MAHARASHTRA ",513-514 5TH FL AGARWAL B2B CENTRE KANCHPADA ROAD OFF LINK ROAD,25.45,65.6
TWIN IMPEX,609,2,20,7,21,281,1330435022.43,"POLICE STATION, AGRIPADA, MUMBAI ","SHOP NO.09, B-WING, KLASSIC TOWER, DR. ANANDRAO NAIR ROAD, OPP AGRIPAD",30.45,74.6
ASMOH LABORATORIES LIMITED,2723,2,20,21,102,2010,1323848478.382233,DELHI ,"10/148, GEETA COLONY",136.15,75.3
PRASHI PHARMA PRIVATE LIMITED,1104,2,18,2,23,407,1321706420.6144216,"MUMBAI,MAHARASHTRA ","8, SAVANI APARTMENT, M.G.ROAD, GHATKOPAR,",61.33,66.1
AHLCON PARENTERALS (INDIA) LIMITED,612,2,20,14,14,178,1313892830.53,"CENTRE,NETAJI SUBHASH PLACE, DELHI ","UNIT NO.201-205, 2ND FLOOR,ND MALL-1, PLOT NO.2-4, WAZIRPUR DISTRICT",30.6,66.7
THE MADRAS PHARMACEUTICALS,920,2,20,34,33,636,1309694920.2956886,CHENNAI ,137.B. OLD MAHABALIPURAM ROAD KARAPAKKAM,46.0,69.2
IMPULSE PHARMA PRIVATE LIMITED,367,2,20,4,27,248,1308445098.963052,MAHARASHTRA ,"J-201,202/1,M.I.D.C. TARAPUR DIST- THANE, BOISAR",18.35,62.8
BALAXI PHARMACEUTICALS LIMITED,2210,2,20,7,73,2054,1308099216.69,"JUBILEE HILLS HYDERABAD,TELANGANA ","PLOT NO.409,HNO.8-2-293,MAPS TOWER S,3RD FLOOR,PHASE-3,ROAD NO.81,",110.5,70.4
SIDHAANT LIFE SCIENCES PRIVATE LIMITED,465,2,20,8,49,414,1306008106.5200253,NEW DELHI ,"808, 8TH FLOOR, VISHAL TOWERS DISTRICT CENTRE,JANAK PURI",23.25,59.4
AFROWAY PHARMA,1443,2,20,5,60,1075,1301633337.62,Ahmedabad,"B-329,SUMEL BUSINESS PARK-8,NR AJIT MILL CHAR RASTA RAKHIAL",72.15,66.0
HARMAN FINOCHEM LIMITED,733,2,20,9,5,206,1297679415.523892,"MUMBAI ,MAHARASHTRA ","107A,VINAY BHAVYA COMPLEX 159,A,C.S.T ROAD,KALINA SANTACRUZ(E",36.65,70.9
WEXFORD LABORATORIES PRIVATE LIMITED,1650,2,20,9,51,966,1295829541.84,,"#18,K.I.A.D.B INDL AREA 1 PHASE ANTHARASANAHALLI",82.5,83.3
ACCURE LABS PRIVATE LIMITED,439,2,19,2,2,163,1292303478.9907947,NEW DELHI ,"FLAT NO.1406A, 14TH FLOOR, 89 HEMKUNT CHAMBER NEHRU PLACE",23.11,49.3
MEDNEXT BIOTECH LIMITED,2063,2,20,22,94,1441,1281035814.9119482,"UDAIPUR,RAJASTHAN ","1ST FLOOR 30 MAHAVEER NAGAR,NEW BH UPALPURA",103.15,55.5
VEA IMPEX (I) PRIVATE LIMITED,38101,2,20,84,328,15307,1279889193.057497,"MUMBAI,MAHARASHTRA ","UNIT NO.6 1-C,HITEX ESTATE VARDHMA N,COMPOUND,S V RD,DAHISAR EAST",1905.05,74.7
AMOL PHARMACEUTICALS PRIVATE LIMITED,237,2,20,1,2,50,1275480396.45,JAIPUR ,"EI-362-363-364 SITAPURA INDL. AREA,SANGANER",11.85,73.5
VINS BIOPRODUCTS LIMITED,337,2,20,52,1,230,1256696260.4292305,,"SURVEY NO.291,ERDANOOR VILLAGE SANGAREDDY MANDAL",16.85,69.7
XL LABORATORIES PRIVATE LIMITED,932,2,20,27,45,812,1243461904.6713166,NEW DELHI ,"430, DLF TOWERS, SHIVAJI MARG,",46.6,77.1
VARDHMAN EXPORTS,1450,2,20,14,56,663,1241913424.29,"BOMBAY , ","586/586 A, MODY ESTATE, L.B.S MARG, GHATKOPAR(W),",72.5,68.6
ZYREX HEALTHCARE PRIVATE LIMITED,513,2,16,12,65,390,1240138779.7393413,PUNE,"GAT NO 1420 , FL NO F/704, SPLENDOUR COUNTYWAGHOLI",32.06,51.6
MAXHEAL PHARMACEUTICALS (INDIA) LIMITED,283,2,20,13,25,168,1235687156.9001625,MUMBAI ,"103,TULSI NIWAS,PUSTIKAR SOCIETY, JOGESHWARI(W)",14.15,65.1
MEDISPRAY LABORATORIES PRIVATE LIMITED,474,2,19,5,9,186,1235503563.8340888,"GOA,MAHARASHGTRA ","344/345,KUNDIAM INDL.ESTATE, KUNDIAM,",24.95,58.9
CENTURION LABORATORIES PRIVATE LIMITED,1031,2,20,17,63,647,1216759278.4367054,GUJARAT ,"G/6, INDL ESTATE, GORWA VADODARA",51.55,71.6
CENTURION HEALTHCARE PRIVATE LIMITED,990,2,20,26,94,774,1215900568.2555916,"VADODARA,GUJARAT ","NO 601 UNIT A, ATLANTIS HEIGHTS,SA RABHAI COMPOUND, WADIWADI",49.5,73.2
SANZYME BIOLOGICS PRIVATE LIMITED,646,2,20,23,1,124,1201328096.26,"BANJARA HILLS,TELANGANA ","NO. 8-2-120/13/5,PLOT NO.13,SAGAR SOCIETY,ROAD NO.2",32.3,71.0
BETA DRUGS LIMITED,1834,2,20,39,47,1211,1194267112.6335745,"BADDI,HIMACHAL PRADESH ","VILLAGE NANDPUR LODHIMAJRA ROAD,TE HSIL BADDI",91.7,69.3
SURMOUNT LABORATORIES PRIVATE LIMITED,394,2,20,10,24,248,1191889414.0826054,"MUMBAI,MAHARASHTRA ","34, SHIV SATYAM VAIBHAV CHS LTD. SHRADHANAND ROAD,VILE PARLE EAST",19.7,67.8
TRUESTAR ENTERPRISE PRIVATE LIMITED,315,2,18,9,19,211,1189248485.691707,MUMBAI,"OFFICE NO 515, B2B CENTRE CO-OPERATIVE PREMISES SOC LTD,KACHPADA, OFF LINK ROAD,MALAD WEST",17.5,56.7
GALPHA LABORATORIES LIMITED.,616,2,20,16,21,410,1182364393.3900082,"PATNA, BIHAR ",JAGDISH BHAWAN EXHIBITION ROAD,30.8,75.2
BLUE CROSS LABORATORIES PRIVATE LIMITED,2026,2,20,13,15,1183,1172100951.5280585,MAHARASHTRA,"A/12, AMBAD INDUSTRIAL AREA,NASHIK,N/A",101.3,71.9
TENSHI KAIZEN PRIVATE LIMITED,224,2,20,9,4,170,1160287342.97,KARNATAKA STATE ,"L/204, MANTRI WOODLANDS, B.G. ROAD,BANGALORE",11.2,49.1
PROSFORA TECHNOLOGIES PRIVATE LIMITED,517,2,20,9,14,303,1145238999.5766892,"KHARGHAR,MAHARASHTRA ","ASTER FLAT NO 402 REGENCY GARDENS, PLOT NO 10 SECTOR 6",25.85,69.0
LYKA LABS LIMITED,453,2,20,20,25,303,1140405205.89,GUJARAT ,"4801/A, 4802/B GIDC INDUSTRIAL ESTATE, ANKLESHWAR,",22.65,64.6
GENNOVA BIOPHARMACEUTICALS LIMITED,363,2,20,39,2,269,1129470603.8345206,PUNE/M.S. ,T-184 MIDC BHOSARI,18.15,66.9
CLAROID PHARMACEUTICALS PRIVATE LIMITED,310,2,20,6,37,205,1114176820.3,"AHMEDABAD,GUJARAT ","13 MILL OFFICER S, CO. OP. H. SOC, OPPMILLOWNERASSOCIATION,NAVRANGPURA",15.5,73.7
AVEO PHARMACEUTICALS PRIVATE LIMITED,301,2,15,5,9,165,1103076331.8,"NAGAR, CHARKOP, KANDIVALI (W)MUMBAI","AVEO HOUSE, PLOT NO. 266/61, MHADABH. POOJA ENCLAVE, OPP. GANESH",20.07,53.7
INJECT CARE PARENTERALS PRIVATE LIMITED,287,2,20,18,14,163,1087297184.4557116,AHMEDABAD/GUJARAT ,"DEV ASHISH, 1ST FLOOR, NR. KLASSIC GOLD HOTEL, ELLISBRIDGE,",14.35,59.5
AURA LIFECARE PRIVATE LIMITED,1659,2,20,10,46,1453,1077372309.3849442,"KARACHIYA TA SAVLI,GUJARAT ","S.NO. 254/14-1 JAROD SAVLI RD,",82.95,74.1
AUROCHEM PHARMACEUTICALS (INDIA) PRIVATELIMITED,970,2,20,18,46,499,1049276290.6912131,"KANDIVLI-(EAST),MUMBAI,MAHARASHTRA.","334, GUNDECHA INDUSTRIAL COMPLEX, 3RD FLOOR, AKURLI ROAD,",48.5,71.0
ALPHAMED FORMULATIONS PRIVATE LIMITED,349,2,19,12,11,275,1045957878.6131349,,"ASURVEY NO.225, SAMPANBOLE VILLAGE SHAMIRPET MANDAL",18.37,77.5
RECIPHARM PHARMASERVICES PRIVATE LIMITED,1021,2,20,18,9,659,1038686687.372531,"BANGALORE,KARNATAKA ","34TH KM TUMKUR ROAD,TEPPADA BEGUR NELAMANGALA",51.05,73.3
APOTHECON PHARMACEUTICALS PRIVATE LIMITED,252,2,20,16,3,204,1026930301.2094578,GUJARAT ,"NIKITA BAUNGLOW, NEAR PRAGATI MANDAL, VALLABH VIDYANAGAR",12.6,67.8
CACHET PHARMACEUTICALS PRIVATE LIMITED,1193,2,20,26,39,879,1024002176.8614213,"MUMBAI,MAHARASHTRA ","415,SHAH NAHAR, DR.E.MOSES ROAD,WORLI,",59.65,70.0
TRUECARE BIOMEDIX,270,2,20,1,3,122,1019220670.24,BARODA ,"201, TORAN COMPLEX, VIKAS NAGAR OLD PADRA ROAD",13.5,70.3
ABBOTT HEALTHCARE PRIVATE LIMITED,343,2,20,9,4,251,1014103755.87,MUMBAI. MAHARASHTRA ,"UNIT NOS. 3 4, CORPORATE PARK, SION-TROMBAY ROAD, CHEMBUR,",17.15,64.2
CONCORD BIOTECH LIMITED,253,2,20,24,2,215,1011324006.5691233,"AHMEDABAD ,GUJARAT ","1482-1486, TRASAD ROAD, DHOLKA",12.65,57.9
PRIME PHARMACEUTICALS PRIVATE LIMITED,498,2,20,21,38,320,1004170540.8767067,"V. PARLE (W) MUMBAI,MAHARASHTRA ","5,SUKH SHANTI,1ST FLR,65, NUTAN LAXMI SOCIETY,N.S. ROAD NO,8,V.",24.9,43.7
BASE PHARMACY (INDIA),393,2,20,8,31,208,997992262.8188248,VADODARA ,"ASHIRVAD, B/H LOHANA BUILDING SHIYAPURA, RAOPURA",19.65,54.0
ZEE LABORATORIES LIMITED,1667,2,20,37,101,1479,990849550.2374576,NEW DELHI ,"AP-70, PITAMPURA,",83.35,65.4
CAREIUM PHARMACEUTICALS PRIVATE LIMITED,383,2,18,3,15,196,989689321.3698558,MUMBAI,"SH8 POONAM SHURSHITI, 1ST FLR,LATIF PARK.MIRA-BHAINDAR ROAD KOTAK MAHINDRA BANK,THANE.",21.28,52.2
DHEER HEALTH CARE PRIVATE LIMITED,1634,2,20,24,157,1080,988875165.7356776,"MUMBAI, MAHARASHTRA ","807, SUNSHINE, BH KAMGAR MAIDAN, SENAPATI BAPAT MARG, DADAR-WEST",81.7,49.9
ACME GENERICS PRIVATE LIMITED,395,2,20,18,18,342,987871449.1779591,"CHANDIGARH,CHANDIGARH ","PLOT NO 75 INDUSTRIAL AREA PHASE - 1,CHANDIGARH",19.75,60.9
PHAROSE REMEDIES LIMITED,128,2,19,4,8,114,980095122.4839699,JALANDHAR ,"EF-378, LALA MUNSHI RAM COMPOUND, MANDI ROAD,",6.74,63.2
