Exporter Name,transaction_count,years_active,months_active,countries_served,drug_substances_shipped,sku_variants_shipped,total_fob_inr,city,exporter_address,avg_monthly_shipments,reliability_score
STAAT EXPO PRIVATE LIMITED,8,1,2,2,1,6,156000.0,NARAINA INDUSTRIAL AREA,B 62/6 BASEMENT FLOORPHASE 2,4.0,48.5
GAJANAND FOODS PVT.LTD.,5,1,3,3,1,5,155000.0,AHMEDABAD. ,"1ST,FLOOR GAJANAND HOUSE OPP. JITENDRA SHOPPING CENTRE,RANNAPARK,",1.67,74.3
MODE CREATION,8,1,3,1,1,7,155000.0,DELHI ,"M-202, (GROUND FLOOR) J.J. COLONY, SHAKUR PUR",2.67,63.6
K H B EXPORTS,4,1,1,1,1,2,154000.001644,,"80, JANJIKAR STREET,",4.0,100.0
PADMAVATI ELECTRIC GOODS AND SERVICES,2,1,1,1,1,2,154000.0,GURUGRAM,"UNIT NO. F02-204, CRESCENT PARC ROYAL GREENSSARE HOMES, SECTOR - 92",2.0,100.0
KHAJANCHI EXPORTS,4,2,2,1,1,4,153004.34,"MUMBAI, MAHARASHTRA ","OPP. KABUTARKHANA,M.C.JAWLE MARG ,DADAR",2.0,58.6
ATHENS GLOBAL,9,1,1,1,2,9,153000.0,,,9.0,100.0
HIMALAYAN HORSE CARE PRODUCTS PRIVATE LIMITED,5,2,2,2,1,5,152932.70995149467,NEW DELHI ,E-28 CONNAUGHT PLACE,2.5,54.1
VERTICO DENTMED PRIVATE LIMITED,1,1,1,1,1,1,152000.0,"NEW DELHI,DELHI ","H. NO. 81, FIRST FLOOR, BLOCK-N,AB UL FAZAL ENCLAVE PART-I, OKHLA",1.0,100.0
SRI DURGA IMPORTS AND EXPORTS,9,1,4,1,1,9,152000.0,"HYDERABAD,TELANGANA ","266/8/C,PLOT NO18C,VENKATESHWARANG R,OLD SAFILGUDA",2.25,81.8
CARELABMED LABORATORY'S AND MEDICAL SUPPLIES PRIVA,10,1,2,2,2,10,152000.0,"EAST DELHI,DELHI ","B-19, FUNCTIONAL INDUSTRIAL ESTATE ,,PATPAR GANJ INDUSTRIAL AREA,",5.0,46.9
NUPLANET VENTURES INDIA PRIVATE LIMITED,1,1,1,1,1,1,152000.0,"NEW DELHI,DELHI ","F-41 S/F NDSE I, NEAR BUS STOP,",1.0,100.0
TRUVIZ OPHTHALMIC,2,1,2,1,1,2,152000.0,"DHARMAPURI,TAMIL NADU ","1/19,,UNGARANAHALLI, DHARMAPURI 63 6704",1.0,100.0
KHOJATI AYURVED PHARMA,3,1,2,1,1,2,152000.0,"MUMBAI, MAHARASHTRA ","176/86, 1ST FLR., HANIFA MANSION, ERSKIN RD.,",1.5,68.0
NAJLA EXPORT,21,1,6,1,1,12,151000.0,"CHENNAI,TAMIL NADU ","NO 23/11 LINGHI CHETTY STREET,DNR TOWER GROUND FLOOR MANNADY",3.5,50.8
WINNER DATES AND NUTS,2,1,1,1,1,2,150902.26,,,2.0,100.0
ENALTEC LABS PRIVATE LIMITED,4,2,3,3,1,3,150475.2,"NAVI MUMBAI, MAHARASHTRA ","1706,17TH FL KESAR SOLITAIRE PLOT 5 SEC. 19 SANPADA",1.33,69.8
MEDISYNTH CHEMICALS PVT LTD,17,2,3,1,1,14,150266.01,"BOMBAY ,MAHARSHTRA ",SHOP NO.2ARUN GOLIBAR ROAD. SANTACRUZ(E),5.67,83.1
GLOBAL OVERSEAS,1,1,1,1,1,1,150000.0,NEW DELHI,C-25 FIRST FLOOR FRONT SIDESHYAM NAGAR,1.0,100.0
MAKEWELL LIFESCIENCE PVT. LTD.,3,1,2,1,1,2,150000.0,"AHMEDABAD, GUJARAT. ","104, SHREEJI SHOPPING CENTER, NR. ADINATHNAGAR, ODHAV,",1.5,68.0
GEETANK PHARMACEUTICAL PRIVATE LIMITED,2,1,1,1,1,1,150000.0,LUCKNOW,"PLOT NO D-11, D-12 SITUATED AT VIBHUTI KHAND, GOMTI NAGARNULL",2.0,100.0
ESPERER BIO-RESEARCH PRIVATE LIMITED,2,1,1,1,1,1,150000.0,MUMBAI,OFFICE NO 4BA 4TH FLOORGUNDECHA ONCLAVE KHERANI ROAD SAKI NAKA KURLA W,2.0,100.0
JASSODRA IMPEX,1,1,1,1,1,1,150000.0,DELHI ,"OFFICE H-3/1412-13, JAHANGIRPURI",1.0,100.0
LAB EQUIPMENTS & CHEMICAL PRIVATE LIMITED,1,1,1,1,1,1,149999.99,KOLKATA. W.B. ,"11, POLLOCK STREET, 8TH FLOOR",1.0,100.0
MALABAR AYURVEDIC PVT LTD,2,1,1,1,1,2,149998.74,KERALA ,"II/387 A, CHENGALOOR P.O THRISSUR",2.0,100.0
NATUREOJAS PRIVATE LIMITED,10,2,2,1,1,5,149384.1,MUMBAI,"F-99, NORTH BOMBAY CHS LTD , JUHU,JUHU TARA ROAD , VILE PARLE WEST",5.0,54.1
DESMET INDIA CORPORATION PRIVATE LIMITED,1,1,1,1,1,1,149128.1,"MUMBAI, MAHARASHTRA ",APEEJAY CHAMBERS 5 WALLACE STREET FORT,1.0,100.0
ACE SURGICAL EQUIPMENT,4,1,2,1,1,3,149000.0,"WEST DELHI,DELHI ","B-49, SHAKTI VIHAR,BLOCK B MOHAN G ARDEN",2.0,100.0
FLYING EAGLE ENTERPRISES,13,1,2,1,4,12,149000.0,JALGAON,"GF, NORTH EAST CORNER SHOPISHWARI APPT, G NO 13 1 2 P NO 62 M NO 503, PIMPRALA",6.5,90.2
LA FRESSIA LIFE SCIENCES,3,1,2,1,1,2,148896.0,,"FLAT NO. 201, AASMA ENCLAVE-7 ,  UJWAL NAGAR, GODHANI, NAGPUR ,  NAGPUR ,  NAGPUR ,  MAHARASHTRA,  440030 N/A",1.5,68.0
HEALING HANDS & HERBS PRIVATE LIMITED,30,1,4,2,1,20,148825.3,PUNE,"HEALING HAND CLINIC 4 FLOOR, MILLENIUM STAR EXTENSIONDHOLE PATIL RD, PUNE - 411001, MAHARASHTRA, INDIA",7.5,50.0
SWASHRAY ERA,3,2,2,2,2,3,148532.75,Ahmedabad,2 MALLINATH SOC NEAR AIMS HOSPITAL SHANTIVAN PALDI2 MALLINATH SOC NEAR AIMS HOSPITAL SHANTIVAN PALDI,1.5,68.0
AVYAKTA FOOD EXPORTS LLP,8,2,3,2,1,7,148255.74000000002,"MYSURU,KARNATAKA ","LIG B11, 4TH STAGE, KUVEMPUNAGAR,",2.67,48.0
RESONANCE LABORATORIES PRIVATE LIMITED,4,1,3,1,1,2,148000.0,"BANGALORE, KARNATAKA ","832, 37TH CROSS, 22ND MAIN, 4TH T BLOCK, JAYANAGAR,",1.33,69.8
R.S. SHUKLA & SONS,6,1,1,1,1,6,148000.0,Munger,"SHUKLA HOUSE, SARWAN BAZARNULL",6.0,100.0
THE OLDMAN ARTS INTERNATIONAL,33,1,1,1,2,10,147850.11,NEW DELHI,C-4 QUTUB ENCLAVEPHASE-1 DDA FLATS KATWARIA SARAI,33.0,100.0
BACTO CHEM LABORATORIES,4,1,1,1,1,2,147198.0,HYDERABAD.AP ,"15,IDA. BALANAGAR",4.0,100.0
HERBOCHEM INDUSTRIES PRIVATE LIMITED,1,1,1,1,1,1,147000.0,BARABANKI,"B-9, CHEMICAL COMPLEX,JAHANGIRABAD ROAD, SOMAIYA NAGAR, BARABANKI,",1.0,100.0
PANCHSHEEL ORGANICS LIMITED,1,1,1,1,1,1,146763.0,"MUMBAI,MAHARASHTRA ","1,MASTER CHAMBER, 1ST CINEMA ROAD,",1.0,100.0
AMBIKA GLOBAL FOODS AND BEVERAGES PRIVATE LIMITED,1,1,1,1,1,1,146615.0,"S. B. MARG, DADAR (W), MUMBAI / M.S","204, 2ND FLOOR, APPLE PLAZA BEHIND KOHINOOR TECHNICAL INSTITUTE",1.0,100.0
MAHARSHI HERBALS,2,1,1,1,1,2,146000.0,CALICUT,"13/438A, PAVANGAD, PUTHIYANGADI,",2.0,100.0
VECTOR BIOTEK PRIVATE LIMITED,2,1,1,1,1,2,146000.0,NAVSARI/GUJARAT. ,"425, NEW G.I.D.C. ESTATE, KABILPORE",2.0,100.0
MUTAIYAS EXPORT,4,1,2,1,1,4,146000.0,"RAMANATHAPURAM,TAMIL NADU ","10/1542A3,PAJANAIMADA ST,ALAGANKUL AM",2.0,58.6
HELIOS PACKAGING PRIVATE LIMITED,2,1,1,1,1,1,146000.0,GURGAON ,"SPAZEDGE TOWER-B,OFF. NO 522-526, , SECTOR-47, SOHNA ROAD",2.0,100.0
POLLAUX COMPANY,3,1,2,1,1,3,146000.0,CHENNAI TAMILNADU ,"NO 38, MACRO MARVEL, BALAJI NAGAR PHASE III, PUZHAL,",1.5,68.0
PEERLESS BIOTECH PRIVATE LIMITED,1,1,1,1,1,1,146000.0,"MAHABALIPURAM ROAD, CHENNAI ","BLOCK-C, 36/37, MILLENIUM HOUSE, M.K.S.NAGAR MAIN ROAD, 140, OLD",1.0,100.0
INGEX FOODS PRIVATE LIMITED,1,1,1,1,1,1,145425.0,BANGALORE,"NO. 508, MEDINI, 60 FEET ROAD,F BLOCK, SAHAKAR NAGAR, CONTACT NO: 919108487627",1.0,100.0
CLINICAL BIOSAMPLES AND RESEARCH SERVICES LLP,32,1,8,1,1,27,145095.204,NOIDA,"C-25FIRST FLOOR, SECTOR-8",4.0,77.0
TM PEARLIGHT TRADING,1,1,1,1,1,1,144261.57,CHENNAI / TAMILNADU - ,"NO.8, PEDARIAR KOIL STREET, SEVENWELLS,",1.0,100.0
PAYTRENDPRO SERVICES LLP,4,1,1,1,1,4,144000.0,Chennai,"PLOT NO. 1366, FIRST FLOOR, LIG IITNHB COLONY, AYYAPAKKAM",4.0,100.0
KRIPT PHARMACEUTICALS PRIVATE LIMITED,20,1,1,1,2,20,143865.73,Kurukshetra,"SCO NO. 18, NEAR BUST STAND BEHIND HOTEL CELESTER BEATS",20.0,100.0
SVM NATURALS,1,1,1,1,1,1,143787.04,"THOOTHUKUDI,TAMIL NADU ","2F/1049,P&AMP;T COLONY 6TH STREET WEST",1.0,100.0
CAPE AVIATION CONSULTANTS LLP,1,1,1,1,1,1,143000.0,NAGERCOIL,"39/1479, ARAVINDAN MANSIONKANAYANNUR TALUK 8/3 POONITHURA VILLAGE",1.0,100.0
SAMARPAN ARTS AND HANDICRAFTS,2,1,1,1,1,2,143000.0,,"26, VEER CHOWK,",2.0,100.0
GLOBAL MEDITECH,10,1,1,1,1,10,142500.0,"GANDHINAGAR,GUJARAT ","905/2,GIDC SECTOR-28",10.0,100.0
MIRACLE FOODS,16,1,1,1,1,8,142390.55,NAVI MUMBAI -MAHARASHTRA,"N -4, APMC MARKET PHASE -2,VASHI ,",16.0,100.0
JAMAL SONS,4,1,1,1,1,4,142000.0,NEW DELHI ,"C-62/B- ,ABUL FAZAL ENCALVE OKHLA",4.0,100.0
VL TRADELINK PRIVATE LIMITED,13,2,4,4,7,11,141133.5854101288,NAGPUR,"PLOT NO 10,BHARAT MATA NAGAR NAGPURNULL",3.25,45.7
SMRIDU HOSPITALITY INDIA PRIVATE LIMITED,11,1,1,1,1,11,141000.0,"NEW DELHI,DELHI ","23 SAHYOG APARTMENT,SANTNAGAR RANI BAGH, PITAMPURA,",11.0,100.0
GMFC LABS PRIVATE LIMITED,1,1,1,1,1,1,141000.0,"HYDERABAD,TELANGANA ","FLAT NO.202,RAMBADRI,SATYAM HEIGHT S,RAJEEVGANDHI NAGAR BACHUPALLI",1.0,100.0
AIR CANADA,1,1,1,1,1,1,141000.0,NEW DELHI ,"803, 8TH FLOOR, ANSAL BHAWAN, 16, K.G. MARG,",1.0,100.0
CHEMPENKULAM AYURVEDA PHARMA,6,1,1,1,1,2,140847.0,"IDUKKI,KERALA ","7/1110, N.H.220, KUMILY",6.0,100.0
OM FINMART SERVICES PRIVATE LIMITED,16,2,5,2,1,13,140741.77,"MUMBAI, MAHARASHTRA ","101-A,JAYANT APARTMENTS, SAHAR ROAD, ANDHERI (E),",3.2,64.1
CHEMICEA PHARMACEUTICALS PRIVATE LIMITED,4,1,1,1,1,3,140420.82,"PUNE,MAHARASHTRA ","MNO 628 401 GNO AT URAWADE,TALUKA MULSHI",4.0,100.0
VIRAL CORPORATION,13,1,3,1,2,11,140000.0,"RAJKOT, GUJARAT- ","LOHANA BORDING BUILDING, RASHTRIYA SHALA MARG,",4.33,46.8
BTL BIOTECHNO LABS PRIVATE LIMITED,3,2,2,2,1,3,139828.5,NEW DELHI,"FLAT-613-A-6,BHIKAJI CAMA ,PLACE",1.5,68.0
SATYENDRA PACKAGING LIMITED,1,1,1,1,1,1,139763.0,"ANAND , GUJARAT ","SURVEY NO. 111/4, OPP HOTEL 2000, N.H. 8, GOPALPURA,",1.0,100.0
MODERN AGENCIES,24,1,4,4,5,15,139320.59,NAGPUR (M.S.),"8/85, GENERAL MERCHANT MARKET, GANDHIBAGH,",6.0,42.7
THE LOYAL EXPORTS,13,2,12,2,1,1,139151.79,KARUR / TAMIL NADU ,"NO.108, RANIMANGAMMAL STREET,",1.08,79.0
NIMBASIA PHARMACEUTICALS AND SPECIALITIE S LLP,1,1,1,1,1,1,139000.0,Kota,"PLOT NO F 172 (A AND B), F 173INDRAPRASTHA INDUSTRIAL AREA ROAD NO 3",1.0,100.0
MANUS AKTTEVA BIOPHARMA LLP,1,1,1,1,1,1,139000.0,AHMEDABAD ,"303, 3RD FLOOR, ROYALE MANOR LAW GARDEN, ELLISBRIDGE",1.0,100.0
RATTAN ENTERPRISES,16,2,4,1,1,10,138589.61000000002,KHANNA,BOOTH NO 38GTB MARKET,4.0,64.9
ASTEMAX BIOTECH PRIVATE LIMITED,3,1,1,1,1,1,138000.0,"KARNAL,HARYANA ","SCO-15,1ST FLOOR,SECTOR-8,MAIN MAR KET KARNAL",3.0,100.0
IMPRESS DENTAL PRODUCTS,3,1,1,1,1,2,138000.0,SALEM / TAMIL NADU ,"20/3, 163-F, KALAPAIKARAN STREET, CTO COLONY, BALAJI NAGAR,",3.0,100.0
"DEEWAL GRAMODYOG SANSTHAN,",2,1,2,1,1,1,138000.0,,"TRILOKPUR ROAD, OGLI, KALA AMB,",1.0,100.0
GLOBAL FOOD AND BEVERAGE DISTRIBUTORS LI MITED LIA,37,2,3,1,1,24,137749.38,AHMEDABAD,"605, MAURYANSH ELANZANR. PAREKH HOSPITAL, SHYAMAL CROSS ROAD, SATELLITE",12.33,56.5
H K MERCHANDISE PRIVATE LIMITED,3,1,1,1,1,2,137000.0,,"FLAT NO.103,SAROVAR CO-OP HSG. SOC.1ST,FLR SAGAR COMPLEX,",3.0,100.0
GALAXY IMPEX,37,2,3,1,1,30,136286.28,JAIPUR,"F-601, GOLDEN TIME, CENTRAL SPINEVIDHYDHAR NAGAR, JAIPUR, JAIPUR CONTACT NO: 919001570261",12.33,57.9
SUNATURA EXPORTS PRIVATE LIMITED,2,2,2,2,1,2,136259.09,NEW DELHI ,PLOT NO 19/1 GROUND FLOOR STILT PARKING BLK-A RANA PRATAP BAGH,1.0,100.0
ARASA EXPORT,5,1,1,1,1,5,136000.0,BHADRESWAR,VILL.- PATULP.O. BIGHATI,5.0,100.0
SHREE JALARAM PHARMA,4,1,1,1,1,2,136000.0,ANDHERI EAST,"SECOND FLOOR, UNIT NO 228, ANSA D INDUSTRIAL PREMISES CO OP SOCIETY LTD,ANSA INDUSTRIAL ESTATE. SAKI VIHAR ROAD",4.0,100.0
ADVENT CHEMBIO PRIVATE LIMITED,4,1,1,1,1,2,136000.0,MUMBAI ,"21, QUEENS VIEW, JUHU ROAD,",4.0,100.0
SHREE SAI OVERSEAS INC,20,2,5,1,1,8,135322.21,NEW DELHI ,"23-DDA FLATS,TODAPUR NEAR INDER PURI",4.0,46.3
BIOPAC VENTURES PRIVATE LIMITED,15,2,6,2,1,11,135258.55,Gandhidham,PLOT NO. 44SECTOR 8,2.5,55.9
AUTHENTIC OVERSEAS,3,1,2,1,1,3,135000.0,DELHI ,JD-66A GROUND FLOOR PITAM PURA,1.5,68.0
MG INDIA,8,1,1,1,1,5,134000.0,LUDHIANA,"B-29/536/35R/3P, SUA ROAD,LUDHIANABACKSIDE RAVI KANDA,MAKKER COLONY",8.0,100.0
VCARE MEDICINES,1,1,1,1,1,1,134000.0,"WADALA EAST MUMBAI,MAHARASHTRA ","SHOP NO 30, 1ST FLOOR, SHOPPE LINK ,DOSTI ACRES COMPLEX, S.M.D ROAD",1.0,100.0
Sri Sansai Traders,17,2,7,3,1,11,133941.88999999998,"CHENNAI,TAMIL NADU ","H11/2 PARI STREET,,KALAKSHETRA COL ONY, BESANT NAGAR",2.43,55.0
RAMS PHARMACEUTICALS,7,2,3,1,1,4,133565.00999999998,AHMEDABAD,"GODREJ GARDEN CITY ROAD, BLOCK NO.A, GROUND FLOOR,SHOP NO.1, SAMYAK GALAXY,NR.UMA BHAVANI RAILWAYCROSSING, JAGATPUR AHMEDABAD GUJARAT,",2.33,80.2
DHANWANTHARI VAIDYASALA PRIVATE LIMITED,14,1,2,1,1,7,133000.0,THODUPUZHA,DHANWANTHARI SADANAMPALA ROAD,7.0,100.0
DEW LIFECARE PRIVATE LIMITED,2,1,1,1,1,2,133000.0,"HIGH TENSION ROAD BHAYLI,GUJARAT ","TF 25 THE TRILLIUM NEAR NAVRACHNA, INTERNATIONAL SCHOOL AT 24 METER",2.0,100.0
MICROPARK IMPEX,5,2,3,1,1,1,132990.0,NAGPUR,"WARD NO 5 , KHASRA NO 241/6F4, 1ST FLOOR , MIDC T POINT . AMRAVATI ROAD CONTACT NO: 919975110600",1.67,59.1
BABA STORE,34,2,12,1,1,24,132954.72,JAIGAON,N.S.ROADNULL,2.83,62.5
MAYAVARAM PRAGATHI OILS,23,2,3,1,1,18,132814.43,MAYILADUTHARAI,"NO.16B, KANKODUTHA PILLAIYAR KOVIL STREETKORANADU",7.67,52.2
TRU HARMONY ENTERPRISES,10,1,1,1,1,10,132500.05,"GAUTM BUDDHA NAGAR NOIDA,UTTAR PRAD","3094 M BLOCK 16TH AVENUE,GAUR CITY 2 GREATER NOIDA WEST",10.0,100.0
G.T.B. SOAPS,2,1,2,1,1,1,132000.0,,,1.0,100.0
SUNDYOTA NUMANDIS PROBIOCEUTICALS PRIVATE LIMITED,2,2,2,2,1,2,131812.5,"AHMEDABAD , GUJARAT ","701/702, INDRAPRASTH CORPORATE, 100FT ROAD , PRAHALADNAGAR,",1.0,100.0
ENRICH N ENRICH PHARMA LLP,13,1,1,1,5,13,131238.01,NAGPUR,PLOT NO 26 BEHIND KALPAVRUKSHA HOSPITALKANFADE NAGAR,13.0,100.0
PARAS EXPORTS,2,1,1,1,1,2,131000.00081285655,"MUMBAI, MAHARASHTRA ","27/3,NUTAN LAXMI SOCIETY, ROOPAL TOWN HOUSE, N.S.RD NO.9,JVPD SCHEME",2.0,100.0
MARVEL MEDI REVOLUTIONS,1,1,1,1,1,1,131000.0,"KUKATPALLY, BALANAGAR, HYDERABAD ","5-33/24/6, PLOT NO.22, 2ND FLOOR, PRASHANTHI NAGAR,",1.0,100.0
DR. TRC LAB PRIVATE LIMITED,4,2,4,1,1,1,130999.95,DELHI,"H-269, SECTOR-2, DSIIDC, BAWANA INDUSTRIAL AREADELHI",1.0,100.0
FISHFA RUBBERS LIMITED,4,2,2,1,1,2,130080.0,"NR. RAJMOTI OIL, DIST. RAJKOT- ","G-1357, 1358, 1359 1360, LODHIKA G.I.D.C. METODA,",2.0,100.0
SHRINE LIFESCIENCES PRIVATE LIMITED,1,1,1,1,1,1,130050.0,"AHMEDABAD,GUJARAT ","D-84 SHANTINIKETAN SOCIETY,NR D CA BIN BUS STAND SABARMATI",1.0,100.0
AYMAN TRADERS,10,1,1,1,1,2,130000.0,CHENNAI,"NO-32/318,1C,TUNE TOWERSFIRST FLOOR,THAMBU CHETTY STREET,PARRYS",10.0,100.0
UNINOVA LIFESCIENCES PRIVATE LIMITED,2,1,1,1,1,1,130000.0,AHMEDABAD,"C/121/A, SAGAR ESTATE 2, BEHIND SUKHSAGAR HOTEL,SARKHEJ, BHAT,",2.0,100.0
Kasturi Enterprises,16,1,2,1,1,8,130000.0,AURANGABAD,FLAT NO 7 SHRIKRISHNA APARTMENTCHHATRAPATI NAGAR BEED BY PASS CONTACT NO: 919975542756,8.0,100.0
CAREDURA PRODUCTS,4,1,1,1,1,3,130000.0,"CHENNAI,TAMIL NADU ","NO 5, NAVITHAR STREET, KUNRATHUR,",4.0,100.0
ONKAR NATH RAJEEV GUPTA,6,1,1,1,1,2,129000.0,,154 K.L. KYDGANJ,6.0,100.0
SMRITI CHEMICALS,1,1,1,1,1,1,129000.0,,"PLOT NO:536, SECTOR-A, URLA INDUSTRIAL COMPLEX,",1.0,100.0
NEELKANTH ORTHO DENT PRIVATE LIMITED,5,2,3,1,1,4,128500.0,"JODHPUR,RAJASTHAN ","139, 1ST A ROAD,SARDARPURA",1.67,74.3
RENAATUS PROJECTS PRIVATE LIMITED,9,2,4,1,1,5,128473.57,ERODE / TAMIL NADU ,"156, MULLAMPARAPPU, N.G.PALAYAM POST,",2.25,54.3
SKM SIDDHA AND AYURVEDHA COMPANY (INDIA) PRIVATE L,8,1,1,1,1,8,128257.2,ERODE / TAMIL NADU,"NO.1, SAMINATHAPURAM POST, MODAKKURICHI,N/A",8.0,100.0
G R GLOBAL,1,1,1,1,1,1,128000.0,,"GROUND FLOOR, PINDORIYA CHAMBERS NEW STATION ROAD,",1.0,100.0
NAVJOT EXPORTS,2,1,1,1,1,1,128000.0,NEW DELHI,F-104 VISHNU GARDEN NEW DELHIF-104 VISHNU GARDEN,2.0,100.0
SONA BIOSCIENCES,66,2,9,1,1,33,127294.03696738201,AHMADABAD,"DAISY F 201, AAMRAKUNJ GRACIA,NR SHREENATH BUNGLOWS PART 2, TP 44, CHANDKHEDANULL",7.33,58.4
FREEDOM DIAGNOSTICS AND SCIENTIFIC HOUSE,16,1,2,1,1,8,127129.84,COIMBATORE/TAMILNADU ,"M.R.COMPLEX, D.B.ROAD, R.S.PURAM,",8.0,100.0
HAR EXPORTS AND IMPORTS,4,2,2,1,1,4,127013.53,"SURAT,GUJARAT","12-732 TANKHALIWAD RANITALAO,",2.0,58.6
PROMENADE ENTERPRISES,2,1,1,1,1,1,126734.0,KANCHIPURAM,"NO: 277/1A1, TEACHERS COLONY EXTN. - IIPLOT NO. 796, NENMELI, THIRUKAZHUKUNDRUM, CHENGALPATTU",2.0,100.0
GAUNATURALS,36,1,2,1,2,36,126591.59222523254,"MACHILIPATNAM,ANDHRA PRADESH ","4/684,RAJUPET,CHEKKALAMEDA STREET,",18.0,45.9
MAAKRUPA SCIENTIFIC INDUSTRIES PRIVATE LIMITED,1,1,1,1,1,1,126588.01,"HYDERABAD,TELANGANA ","FLAT NO 5705 TOWER 5,VASAVI BRIND AVANAM MOTINAGAR",1.0,100.0
AD CURE PHARMA,2,1,1,1,1,2,126454.5,VADODARA,"GF-1,D-168,SUNDERVAN SOCIETYNEW SAMA ROAD,VADODARA",2.0,100.0
SARASREE AYURSAVEDA HERBALS PRIVATE LIMITED,11,1,1,1,2,11,126000.0,"THIRUVANANTHAPURAM,KERALA ","SARASREE KULATHOOR UCHAKKADA PO,",11.0,100.0
URJA LABORATORIES,3,2,3,1,1,2,125300.0,JAIPUR,102 INDRA COLONYBANI PARK,1.0,100.0
CLINFINITE SOLUTIONS,2,1,2,1,1,2,125208.0,HYDERABAD,"PLOT NO. 20, AVANTI ENCLAVE,MADEENAGUDA,NULL",1.0,100.0
MANIK INDIA EXPORTS,4,1,1,1,1,4,124000.0,"DELHI,DELHI ","8B / 15 16 2ND FLOOR SECTOR 15,ROH INI",4.0,100.0
ANGEL SCIENTIFIC STORES,7,1,1,1,1,6,123504.0,PATNA,"SHOP NO.D , TULSI APPARTMENT , GOVIND MITRA ROAD , PATNA 800004NULL",7.0,100.0
DEERGHAYURVEDA,3,1,1,1,1,3,123027.01,AMBALA,VILLAGE SADOPUR ADJOINING HOTEL GULMOHAR OPP SPRING,3.0,100.0
RELISHH,6,1,1,1,1,2,123000.0,MUMBAI,"3, FLOOR-GRD, PLOT-142, ASHALAYA CHS, SION ROAD NO 18, SION HOSPITAL, SIONNULL",6.0,100.0
CHAMUNDESHWARI MEDICAL INC,1,1,1,1,1,1,123000.0,"HYDERABAD,TELANGANA ","PLOT NO.46, SHOP NO.4&AMP;5, G. F,VASA NTHAPURI COLONY, MALKAJGIRI,",1.0,100.0
SAMPOORNA SWADESI,31,2,3,1,1,18,122622.80849793435,KRISHNA,"14-32, SITHARAMAPURAM, CHARAVULA ROADMALLAVOLU",10.33,50.5
INDO VEDIC PHARMACEUTICALS,1,1,1,1,1,1,122248.0,,,1.0,100.0
APCO PHARMA LIMITED,6,1,2,1,2,5,122029.78,NEW DELHI ,"ANAND HOUSE,359/25 IGNOU ROAD SAIDULAJAB",3.0,68.0
BLUE SEAS LIFE SCIENCE,1,1,1,1,1,1,122000.0,"SAHARANPUR,UTTAR PRADESH ","VILLAGE - BHOJEWAL,TEHSIL- BEHAT",1.0,100.0
RAJ CORPORATION,5,1,3,1,1,5,121774.25,,N/AN/A,1.67,59.1
MICRO TECHNOLOGIES,2,1,1,1,1,1,121635.42,,"V.P.O. KHUDDA KALAN, JAGADHRI ROAD,",2.0,100.0
SURGICAL BIONICS,5,1,1,1,1,5,121370.0,,,5.0,100.0
SWAPNROOP DRUGS AND PHARMACEUTICALS,2,2,2,2,2,2,121072.95999999999,"AURANGABAD , M.S. ","SHOP NO. 4, TULJABHAWANI RESIDENCY,MAYUR PARK, HARSOOL,",1.0,100.0
DR. LAL PATHLABS LIMITED,27,2,20,1,1,12,120832.17827897002,NEW DELHI ,"ESKAY HOUSE, 54, HANUMAN ROAD",1.35,59.1
OPUS PET PRIVATE LIMITED,3,1,1,1,1,3,120191.27,"PUNE,MAHARASHTRA ","B-501 PALLADIUM S NO 486/C,MANGALD AS ROAD",3.0,100.0
MYRIAD CHEMICAL TECHNOLOGIES,2,1,2,1,1,2,120000.00000000001,AHMEDABAD ,"B/3, ARPAN APPTS., NEHARUPARK, VASTRAPUR,",1.0,100.0
KMS CORPORATION,4,1,2,1,1,2,120000.0,"MUMBAI,MAHARASHTRA ","301 VASU VILLA AMAR COMPOUND,ZAVER I BAUG S V ROAD KANDIVALI WEST",2.0,100.0
SEAGULL BIOSOLUTIONS PRIVATE LIMITED,12,1,1,1,1,2,120000.0,PUNE/MAH. ,"MANDAR A3 VINEET COOPERATIVE HSG. SOC. KOTHRUD, NEAR KARVE STATUE",12.0,100.0
JAYPEE GENERAL AGENCIES,6,1,1,1,1,1,120000.0,"KOZHIKODE,KERALA ","ASHER CAMPUS, 1/1048 &AMP; 1/1048 -B,, KANNUR ROAD, WESTHILL P.O.,",6.0,100.0
OM OVERSEAS,6,1,1,1,1,6,119312.08,,N/AN/A,6.0,100.0
DEHLVI NATURALS,40,1,3,1,1,40,119000.0,DELHI ,"4, CLUB ROAD, CIVIL LINES",13.33,86.5
RECORDERS & MEDICARE SYSTEMS PRIVATE LIMITED,2,2,2,1,1,2,118790.0,CHANDIGARH. ,"181/5, INDUSTRIAL AREA, PHASE-I",1.0,100.0
RUHANI HERBALS,3,1,1,1,1,2,118252.0,,,3.0,100.0
BIOORGANICS AND APPLIED MATERIALS PRIVATE LIMITED,10,1,4,1,2,10,118000.0,"BANGALORE, KARNATAKA ","B 64/1, THIRD STAGE, PEENYA INDUSTRIAL ESTATE,",2.5,51.2
BOMBAY MEDICOS,33,2,5,3,10,29,117767.59996407013,NAGPUR,SHOP NO 9 HOUSE NO 520-A-9 DHANTOLIMEHADIA BHAWAN LOKMAT SQUARE CONTACT NO: 919850300254,6.6,67.3
